,Element-type,Size,Shape,Data-type
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Acquisition/tgSet1,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/tgSet2,Dataset,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Acquisition/videoGain,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image,Group,,,
AwakeEventData/TT41.BTV.412426/Image/acqCounter,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/acqDesc,Dataset,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412426/Image/acqMsg,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Image/acqState,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/cameraOffset,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/cameraOffset_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/cameraSwitch,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/cameraZoom,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412426/Image/descSet1,Dataset,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412426/Image/descSet2,Dataset,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412426/Image/deviceName,Dataset,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412426/Image/filterSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,Dataset,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/filterSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/firstLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,Dataset,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,Dataset,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412426/Image/imageSet,Dataset,120000,"(1, 120000)",int16
AwakeEventData/TT41.BTV.412426/Image/leftBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/leftTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/mire,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbAcq,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbDataSets,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbImages,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/observables,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,Dataset,4,"(4,)",float64
AwakeEventData/TT41.BTV.412426/Image/planeSet1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/planeSet2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/positionSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/positionSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/propType,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/rightTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/screenSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,Dataset,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/secondLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412426/Image/superCycleNb,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412426/Image/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412426/Image/videoGain,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412442,Group,,,
AwakeEventData/TT41.BTV.412442/Acquisition,Dataset,1,(),|S98
AwakeEventData/TT41.BTV.412442/Image,Dataset,1,(),|S92
AwakeEventData/TT43.BPM.430010,Group,,,
AwakeEventData/TT43.BPM.430010/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430010/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430010/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430028,Group,,,
AwakeEventData/TT43.BPM.430028/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430028/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430028/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430039,Group,,,
AwakeEventData/TT43.BPM.430039/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430039/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430039/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430103,Group,,,
AwakeEventData/TT43.BPM.430103/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430103/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430103/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430129,Group,,,
AwakeEventData/TT43.BPM.430129/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430129/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430129/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430203,Group,,,
AwakeEventData/TT43.BPM.430203/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430203/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430203/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430308,Group,,,
AwakeEventData/TT43.BPM.430308/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT43.BPM.430308/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT43.BPM.430308/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/VGP.412400,Group,,,
AwakeEventData/VGP.412400/PR,Group,,,
AwakeEventData/VGP.412400/PR/value,Dataset,1,"(1,)",float32
AwakeEventData/VGP.412423,Group,,,
AwakeEventData/VGP.412423/PR,Group,,,
AwakeEventData/VGP.412423/PR/value,Dataset,1,"(1,)",float32
AwakeEventData/VTUAwake2Fc,Group,,,
AwakeEventData/VTUAwake2Fc/ModeAcq,Group,,,
AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
AwakeEventData/VTUAwake2Fc/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
AwakeEventData/VTUAwake2Frep,Group,,,
AwakeEventData/VTUAwake2Frep/ModeAcq,Group,,,
AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
AwakeEventData/VTUAwake2Frep/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
AwakeEventData/VTUAwake3FT0,Group,,,
AwakeEventData/VTUAwake3FT0/ModeAcq,Group,,,
AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
AwakeEventData/VTUAwake3FT0/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
AwakeEventData/VTUAwake3FT1,Group,,,
AwakeEventData/VTUAwake3FT1/ModeAcq,Group,,,
AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
AwakeEventData/VTUAwake3FT1/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
AwakeEventData/VVGF.412400,Group,,,
AwakeEventData/VVGF.412400/StartCounterSt,Group,,,
AwakeEventData/VVGF.412400/StartCounterSt/value,Dataset,1,"(1,)",int32
AwakeEventData/VVGF.412400/State,Group,,,
AwakeEventData/VVGF.412400/State/value,Dataset,1,"(1,)",int16
AwakeEventData/VVGF.412423,Group,,,
AwakeEventData/VVGF.412423/StartCounterSt,Group,,,
AwakeEventData/VVGF.412423/StartCounterSt/value,Dataset,1,"(1,)",int32
AwakeEventData/VVGF.412423/State,Group,,,
AwakeEventData/VVGF.412423/State/value,Dataset,1,"(1,)",int16
AwakeEventData/XMPP-STREAK,Group,,,
AwakeEventData/XMPP-STREAK/StreakImage,Group,,,
AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,Dataset,1,"(1,)",|S5
AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,Dataset,344064,"(344064,)",int32
AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,Dataset,1,"(1,)",|S5
AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,Dataset,1,"(1,)",int64
AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,Dataset,1,"(1,)",|S2768
AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,Dataset,1,"(1,)",int64
AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,Dataset,1,"(1,)",|S7
AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,Dataset,512,"(512,)",float32
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,Dataset,1,"(1,)",|S12
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,Dataset,1,"(1,)",|S4
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,Dataset,512,"(512,)",float64
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,Dataset,1,"(1,)",float32
AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO,Group,,,
AwakeEventData/XUCL-SPECTRO/BinningSetting,Group,,,
AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraAcq,Dataset,1,(),|S93
AwakeEventData/XUCL-SPECTRO/CameraSettings,Group,,,
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,Dataset,1,"(1,)",int64
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,Dataset,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,Dataset,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,Dataset,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,Dataset,1,"(1,)",float32
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_max,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,Dataset,1,"(1,)",int32
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerTermination,Dataset,1,(),bool
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,Dataset,1,"(1,)",float32
AwakeEventData/XUCL-SPECTRO/CameraSettingsStatus,Dataset,1,(),|S104
AwakeEventData/XUCL-SPECTRO/ImageAcq,Dataset,1,(),|S92
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_DE_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_DF_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_DJ_PV236,Group,,,
AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01,Group,,,
AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01/value,Dataset,1,"(1,)",int32
AwakeEventData/awake.XAWAVS_UE_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_UF_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
AwakeEventData/awake.XAWAVS_UJ_PV136,Group,,,
AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01,Group,,,
AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01/value,Dataset,1,"(1,)",int32
AwakeEventData/awake.XAWAVS_VX_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
AwakeEventInfo,Group,,,
AwakeEventInfo/configurationVersionNumber,Dataset,1,(),int32
AwakeEventInfo/eventNumber,Dataset,1,(),int32
AwakeEventInfo/runNumber,Dataset,1,(),int32
AwakeEventInfo/timestamp,Dataset,1,(),int64
__DATA_TYPES__,Group,,,
__DATA_TYPES__/Enum_Boolean,Group,,,
__DATA_TYPES__/String_VariableLength,Group,,,
